MDR_REPORT_KEY|DATE_OF_EVENT|EVENT_TYPE|DEVICE_REPORT_PRODUCT_CODE
2336498|10/20/2011|M|NIQ
2336500|10/20/2011|M|NIQ
2336520|07/29/2011|IN|NIQ
2336697|10/25/2011|IN|NIQ
2336757|09/12/2011|IN|NIQ
2336776|09/04/2011|IN|NIQ
2336958|09/16/2011|IN|NIQ
2336977|03/23/2011|IN|NIQ
2337041|03/23/2011|IN|NIQ
2337084|08/08/2011|IN|MAF
2337198|10/20/2011|M|NIQ
2337210|09/01/2011|IN|NIQ
2337277|10/18/2011|IN|MAF
2337328|10/18/2011|IN|MAF
2337346|10/18/2011|IN|MAF
2337393|09/09/2011|M|NIQ
2337403|07/05/2011|IN|NIQ
2337417|10/24/2011|M|NIQ
2337463|09/28/2011|M|NIQ
2337473|10/18/2011|M|NIQ
2337524|10/24/2011|M|NIQ
2337614|10/23/2011|IN|NIQ
2337617|10/11/2011|IN|NIQ
2337619|10/11/2011|IN|NIQ
2337620|04/10/2011|IN|NIQ
2337647|10/25/2011|IN|MAF
2337758|10/13/2011|M|NIQ
2338180|03/21/2011|IN|NIQ
2338206|06/21/2011|M|NIQ
2338332|09/28/2011|M|NIQ
2338333|07/29/2011|IN|NIQ
2338347|07/29/2011|IN|NIQ
2338348|07/29/2011|IN|NIQ
2338418|10/17/2011|IN|NIQ
2338472|10/15/2011|IN|NIQ
2338477|09/06/2011|M|MAF
2338500|08/09/2011|IN|NIQ
2338535|10/17/2011|M|NIQ
2338578|10/05/2011|IN|NIQ
2338594|10/20/2011|M|NIQ
2338612|10/05/2011|IN|NIQ
2338620|10/17/2011|IN|NIQ
2338623|10/13/2011|IN|NIQ
2338626|10/19/2011|IN|MAF
2338627|08/26/2011|IN|NIQ
2338646|12/21/2010|IN|NIQ
2338653|03/07/2011|IN|NIQ
2338684|10/26/2011|M|NIQ
2338911|10/25/2011|M|NIQ
2339194|10/25/2011|M|NIQ
2339350|10/26/2011|M|NIQ
2339489|10/19/2011|M|MAF
2339500|10/25/2011|M|NIQ
2339530|09/19/2011|IN|NIQ
2339537|10/25/2011|M|NIQ
2339592|10/24/2011|M|NIQ
2339648|10/21/2011|IN|MAF
2339653|10/19/2011|IN|NIQ
2339678|10/12/2011|IN|NIQ
2339693|10/05/2011|IN|NIQ
2339701|10/20/2011|M|MAF
2339925|10/17/2011|IN|NIQ
2339944|09/09/2011|IN|NIQ
2339962|10/26/2011|M|NIQ
2340233|10/20/2011|M|NIQ
2340292|05/25/2011|IN|NIQ
2340296|05/25/2011|IN|NIQ
2340298|10/25/2011|IN|NIQ
2340302|05/25/2011|IN|NIQ
2340306|05/25/2011|IN|NIQ
2340316|10/05/2011|IN|NIQ
2340329|10/05/2011|IN|NIQ
2340411|10/26/2011|M|NIQ
2340567|10/19/2011|M|NIQ
2340600|03/04/2011|IN|NIQ
2340656|03/04/2011|IN|NIQ
2340749|10/06/2011|M|NIQ
2340779|10/26/2011|M|NIQ
2340819|04/19/2010|IN|NIQ
2340956|08/24/2011|IN|NIQ
2341210|10/21/2011|IN|NIQ
2341344|03/01/2011|IN|NIQ
2341608|10/15/2011|IN|MAF
2341612|10/23/2011|M|NIQ
2341613|10/23/2011|M|NIQ
2341626|04/09/2012|IN|NIQ
2341627|04/09/2012|IN|NIQ
2341628|04/09/2012|IN|NIQ
2341665|10/18/2011|IN|NIQ
2341775|09/23/2011|M|NIQ
2341931|11/01/2011|M|NIQ
2342059|10/24/2011|IN|NIQ
2342060|10/24/2011|IN|NIQ
2342140|10/24/2011|IN|NIQ
2342141|06/21/2011|IN|NIQ
2342142|10/26/2011|IN|NIQ
2342143|10/21/2011|M|MAF
2342227|03/02/2010|IN|NIQ
2342256|10/18/2011|IN|MAF
2342270|04/01/2011|IN|MAF
2342367|10/14/2011|IN|NIQ
2342410|10/24/2011|IN|NIQ
2342419|10/24/2011|IN|NIQ
2342509|10/27/2011|M|MAF
2342517|10/27/2011|M|NIQ
2342570|12/01/2008|IN|NIQ
2342604|10/25/2011|IN|NIQ
2342605|10/25/2011|IN|NIQ
2343015|10/24/2011|M|NIQ
2343072|10/21/2011|M|NIQ
2343109|10/23/2011|M|NIQ
2343310|10/24/2011|IN|NIQ
2343331|10/24/2011|M|NIQ
2343365|10/19/2011|M|NIQ
2343830|10/26/2011|M|NIQ
2343938|10/27/2011|IN|NIQ
2343943|10/28/2011|M|MAF
2343989|10/29/2011|M|NIQ
2344090|10/25/2011|IN|NIQ
2344120|10/25/2011|IN|NIQ
2344159|10/23/2011|M|NIQ
2344173|10/26/2011|IN|NIQ
2344199|10/27/2011|M|NIQ
2344203|10/31/2011|M|MAF
2344204|10/31/2011|IN|NIQ
2344214|08/08/2011|IN|NIQ
2344218|10/04/2011|IN|NIQ
2344227|10/25/2011|IN|NIQ
2344255|09/26/2011|IN|NIQ
2344261|09/29/2011|M|MAF
2344285|10/27/2011|M|NIQ
2344297|10/27/2011|IN|NIQ
2344373|06/30/2011|IN|NIQ
2344438|03/25/2011|IN|NIQ
2344459|10/27/2011|IN|NIQ
2344495|10/21/2011|IN|NIQ
2344497|10/20/2011|M|NIQ
2344498|10/20/2011|M|NIQ
2344540|10/28/2011|IN|MAF
2344583|10/25/2011|M|NIQ
2344613|10/31/2011|IN|MAF
2344615|10/27/2011|M|MAF
2344772|09/27/2011|M|NIQ
2344792|06/06/2010|IN|NIQ
2344801|10/12/2011|M|NIQ
2344811|09/27/2011|M|NIQ
2345081|10/04/2011|IN|NIQ
2345098|07/23/2009|IN|NIQ
2345114|07/23/2009|IN|NIQ
2345156|07/23/2009|IN|NIQ
2345328|10/18/2011|M|NIQ
2345359|10/19/2011|IN|NIQ
2345375|09/03/2009|IN|NIQ
2345378|09/03/2009|IN|NIQ
2345398|10/21/2011|IN|NIQ
2345407|09/18/2009|IN|NIQ
2345413|09/18/2009|IN|NIQ
2345543|10/28/2011|IN|NIQ
2345581|10/24/2011|IN|NIQ
2345667|09/26/2011|M|NIQ
2345735|08/11/2011|IN|NIQ
2345737|08/11/2011|IN|NIQ
2345746|10/28/2011|M|NIQ
2345763|08/11/2011|IN|NIQ
2345787|10/28/2011|M|MAF
2345818|10/28/2011|M|NIQ
2345914|10/28/2011|IN|NIQ
2345971|10/16/2011|IN|MAF
2345974|10/21/2011|IN|NIQ
2346020|10/07/2011|IN|NIQ
2346036|12/25/2012|IN|NIQ
2346063|10/07/2011|IN|NIQ
2346155|10/31/2011|IN|NIQ
2346269|10/27/2011|M|NIQ
2346401|10/29/2011|IN|MAF
2346434|11/01/2011|M|NIQ
2346455|10/27/2011|IN|NIQ
2346492|10/24/2011|IN|NIQ
2346508|10/27/2011|IN|MAF
2346518|10/27/2011|IN|MAF
2346520|10/24/2011|IN|NIQ
2346533|10/20/2011|IN|NIQ
2346537|10/20/2011|IN|NIQ
2346577|10/27/2011|IN|NIQ
2346581|10/31/2011|IN|NIQ
2346653|10/26/2011|IN|NIQ
2346760|10/26/2011|M|MAF
2346762|09/07/2011|IN|NIQ
2346764|09/07/2011|IN|NIQ
2346785|10/24/2011|M|MAF
2346850|11/15/2010|IN|NIQ
2346888|11/15/2010|IN|NIQ
2347131|11/03/2011|M|NIQ
2347203|10/23/2008|IN|NIQ
2347303|02/24/2011|IN|NIQ
2347878|11/01/2011|M|MAF
2347893|02/18/2011|IN|NIQ
2347938|11/03/2011|M|NIQ
2348099|10/31/2011|M|MAF
2348113|10/06/2011|IN|NIQ
2348184|10/06/2011|IN|NIQ
2348246|11/04/2011|IN|NIQ
2348280|10/24/2011|M|NIQ
2348297|11/04/2011|M|NIQ
2348298|11/03/2011|M|NIQ
2348312|11/02/2011|IN|NIQ
2348390|01/01/2004|IN|MAF
2348419|10/24/2011|M|NIQ
2348429|10/14/2011|M|NIQ
2348431|10/25/2011|IN|NIQ
2348444|10/14/2011|IN|NIQ
2348446|06/03/2008|IN|NIQ
2348449|10/14/2008|IN|NIQ
2348450|11/14/2008|IN|NIQ
2348451|11/14/2008|IN|NIQ
2348452|08/06/2008|IN|NIQ
2348453|08/06/2008|IN|NIQ
2348467|11/19/2010|IN|NIQ
2348468|10/28/2011|M|NIQ
2348507|10/26/2011|M|MAF
2348509|10/17/2011|IN|NIQ
2348512|08/29/2011|IN|NIQ
2348513|06/27/2009|IN|NIQ
2348514|06/27/2009|IN|NIQ
2348876|08/04/2011|IN|NIQ
2348925|11/01/2011|IN|NIQ
2348936|05/02/2011|IN|NIQ
2348940|01/06/2011|IN|NIQ
2349055|05/11/2011|IN|NIQ
2349338|11/02/2011|IN|NIQ
2349468|06/06/2012|IN|NIQ
2349497|10/26/2011|IN|NIQ
2349500|08/28/2011|IN|NIQ
2349516|10/01/2010|M|NIQ
2349524|08/28/2011|IN|NIQ
2349539|10/20/2011|IN|NIQ
2349690|11/03/2011|M|NIQ
2349837|11/02/2011|M|NIQ
2349838|10/28/2011|M|MAF
2349863|07/06/2011|IN|NIQ
2349893|07/06/2011|IN|NIQ
2349896|10/01/2011|M|NIQ
2349906|11/02/2011|IN|NIQ
2349936|10/31/2011|M|NIQ
2349980|11/02/2011|IN|NIQ
2349991|11/02/2011|IN|NIQ
2350000|11/05/2011|M|NIQ
2350002|11/02/2011|IN|NIQ
2350005|11/02/2011|IN|NIQ
2350087|10/13/2011|IN|MAF
2350185|10/28/2011|IN|NIQ
2350279|06/23/2011|IN|NIQ
2350282|02/18/2011|IN|NIQ
2350283|02/18/2011|IN|NIQ
2350291|02/18/2011|IN|NIQ
2350305|02/18/2011|IN|NIQ
2350321|03/11/2011|IN|NIQ
2350322|03/11/2011|IN|NIQ
2350343|03/11/2011|IN|NIQ
2350494|08/10/2009|IN|NIQ
2350594|04/30/2010|IN|NIQ
2350683|10/28/2011|M|NIQ
2350743|05/27/2010|IN|NIQ
2350768|05/27/2010|IN|NIQ
2350774|05/27/2010|IN|NIQ
2350784|10/25/2011|M|NIQ
2350821|10/31/2011|IN|NIQ
2350825|04/10/2012|IN|NIQ
2350829|10/31/2011|M|MAF
2350841|11/02/2011|M|NIQ
2350866|10/28/2011|M|NIQ
2350927|05/01/2011|IN|NIQ
2350932|11/01/2011|M|MAF
2350940|10/28/2011|IN|NIQ
2350962|10/31/2011|IN|NIQ
2350963|10/31/2011|IN|NIQ
2350988|10/31/2011|IN|NIQ
2351062|08/28/2009|IN|NIQ
2351063|09/28/2011|IN|NIQ
2351067|02/27/2011|IN|NIQ
2351144|08/17/2009|IN|NIQ
2351150|04/18/2011|IN|NIQ
2351152|10/27/2011|IN|NIQ
2351170|08/15/2011|IN|NIQ
2351507|10/31/2011|IN|NIQ
2351520|09/09/2011|M|NIQ
2351606|05/09/2011|IN|NIQ
2351614|10/31/2011|M|MAF
2351615|03/18/2010|IN|NIQ
2351620|03/18/2010|IN|NIQ
2351821|02/25/2011|IN|NIQ
2351826|02/25/2011|IN|NIQ
2351889|10/18/2011|M|NIQ
2351902|11/02/2011|M|NIQ
2351932|10/31/2011|IN|NIQ
2351997|11/03/2011|IN|MAF
2352023|11/08/2011|IN|NIQ
2352030|11/03/2011|IN|NIQ
2352066|10/17/2011|IN|MAF
2352078|11/07/2011|IN|MAF
2352099|08/10/2011|IN|NIQ
2352104|10/10/2011|IN|NIQ
2352111|10/28/2011|IN|NIQ
2352112|01/01/2009|IN|NIQ
2352120|10/23/2011|IN|NIQ
2352128|12/17/2010|IN|NIQ
2352131|09/17/2011|IN|NIQ
2352147|10/22/2011|M|MAF
2352161|10/02/2011|IN|NIQ
2352211|07/20/2009|IN|NIQ
2352215|10/02/2011|IN|NIQ
2352217|06/12/2009|IN|NIQ
2352231|11/06/2010|IN|NIQ
2352235|06/28/2010|IN|NIQ
2352236|07/30/2011|M|NIQ
2352240|04/24/2008|IN|NIQ
2352244|08/03/2009|IN|NIQ
2352245|08/03/2009|IN|NIQ
2352246|08/03/2009|IN|NIQ
2352247|08/10/2011|IN|NIQ
2352252|10/06/2009|IN|NIQ
2352253|10/06/2009|IN|NIQ
2352255|10/01/2010|IN|NIQ
2352258|11/06/2010|IN|NIQ
2352285|09/16/2011|IN|NIQ
2352287|09/16/2011|IN|NIQ
2352306|11/10/2011|M|NIQ
2352574|10/09/2011|IN|NIQ
2352640|10/31/2011|IN|MAF
2352644|10/31/2011|IN|MAF
2352655|09/06/2011|IN|NIQ
2352657|02/16/2009|IN|NIQ
2352667|10/31/2007|IN|NIQ
2352676|09/27/2011|IN|NIQ
2352704|06/12/2009|IN|NIQ
2352710|08/07/2011|M|NIQ
2352756|09/23/2011|IN|NIQ
2352758|09/23/2011|IN|NIQ
2353147|11/03/2011|IN|NIQ
2353228|11/03/2011|IN|NIQ
2353233|10/21/2011|IN|NIQ
2353271|10/21/2011|M|NIQ
2353278|11/05/2011|M|NIQ
2353304|11/07/2011|M|NIQ
2353323|11/13/2010|IN|NIQ
2353343|11/13/2010|IN|NIQ
2353356|11/02/2011|M|NIQ
2353362|07/20/2011|IN|NIQ
2353376|11/13/2010|IN|NIQ
2353383|11/07/2011|M|NIQ
2353402|07/20/2011|IN|NIQ
2353403|10/14/2011|IN|NIQ
2353404|09/26/2011|IN|NIQ
2353470|09/24/2008|IN|NIQ
2353495|09/28/2011|IN|NIQ
2353511|02/19/2011|IN|NIQ
2353609|11/10/2011|M|NIQ
2353624|11/10/2011|M|NIQ
2353677|11/08/2011|IN|NIQ
2353692|10/18/2011|M|NIQ
2353719|11/10/2011|IN|NIQ
2353932|11/01/2011|IN|MAF
2353933|08/29/2011|M|NIQ
2353935|11/03/2011|M|NIQ
2353938|08/23/2011|M|NIQ
2353939|11/09/2010|IN|NIQ
2353959|03/02/2011|IN|NIQ
2353960|11/03/2011|M|MAF
2353962|01/11/2011|IN|NIQ
2353967|08/23/2011|M|NIQ
2353985|11/02/2011|M|MAF
2353988|11/19/2010|IN|NIQ
2354040|09/27/2011|M|NIQ
2354260|10/30/2011|M|MAF
2354327|09/08/2011|M|MAF
2354448|08/07/2011|M|NIQ
2354466|09/20/2011|IN|NIQ
2354467|09/20/2011|IN|NIQ
2354615|11/03/2011|IN|NIQ
2354616|11/03/2011|M|NIQ
2354618|07/08/2011|IN|NIQ
2354619|07/08/2011|IN|NIQ
2354642|11/01/2011|IN|NIQ
2354786|08/10/2011|M|NIQ
2354995|08/24/2011|M|NIQ
2355281|11/04/2011|IN|NIQ
2355404|07/14/2011|IN|NIQ
2355414|07/14/2011|IN|NIQ
2355417|07/14/2011|IN|NIQ
2355421|07/14/2011|IN|NIQ
2355449|11/04/2011|IN|NIQ
2355466|09/30/2010|IN|NIQ
2355471|06/07/2010|IN|NIQ
2355479|05/17/2011|IN|NIQ
2355508|08/17/2011|IN|NIQ
2355512|08/17/2011|IN|NIQ
2355527|08/17/2011|IN|NIQ
2355530|11/03/2011|M|NIQ
2355779|10/24/2011|M|NIQ
2355803|09/21/2011|M|NIQ
2355868|09/23/2011|M|NIQ
2355920|02/22/2011|M|NIQ
2355961|11/08/2011|M|NIQ
2356045|06/23/2008|IN|NIQ
2357259|03/13/2011|IN|NIQ
2357285|10/16/2011|IN|NIQ
2357290|03/13/2011|IN|NIQ
2357505|01/01/2003|IN|MAF
2357509|01/01/2005|IN|NIQ
2357510|11/05/2011|IN|NIQ
2357511|11/05/2011|IN|NIQ
2357520|11/09/2011|M|MAF
2357559|11/08/2011|M|NIQ
2357584|12/23/2010|IN|NIQ
2357585|11/08/2011|IN|NIQ
2357609|12/25/2010|IN|NIQ
2357619|01/18/2011|IN|NIQ
2357639|11/08/2011|IN|NIQ
2357651|01/12/2010|IN|NIQ
2357683|02/28/2011|IN|NIQ
2357691|08/23/2011|IN|NIQ
2357692|08/23/2011|IN|NIQ
2357711|02/28/2011|IN|NIQ
2357777|04/24/2011|IN|NIQ
2357825|07/12/2011|IN|NIQ
2357888|07/08/2011|IN|NIQ
2357913|05/03/2011|IN|NIQ
2357919|05/03/2011|IN|NIQ
2357930|05/03/2011|IN|NIQ
2358303|11/07/2011|IN|NIQ
2358341|11/11/2011|M|MAF
2358349|01/06/2006|IN|MAF
2358405|11/05/2011|M|MAF
2358407|11/07/2011|M|NIQ
2358408|10/06/2011|IN|NIQ
2358445|11/08/2011|IN|NIQ
2358462|10/17/2011|M|NIQ
2358536|11/10/2011|M|MAF
2358566|11/09/2011|M|NIQ
2358581|11/07/2011|IN|NIQ
2358614|11/09/2011|IN|NIQ
2358638|11/09/2011|M|NIQ
2358671|05/24/2011|IN|NIQ
2358744|02/24/2011|IN|NIQ
2358745|02/25/2011|IN|NIQ
2358771|10/06/2011|IN|NIQ
2358809|11/11/2011|M|NIQ
2358816|11/09/2011|M|NIQ
2358865|07/15/2011|IN|NIQ
2358897|11/10/2011|M|NIQ
2358918|11/05/2011|M|NIQ
2359051|09/01/2011|M|NIQ
2359054|08/29/2011|M|NIQ
2359056|05/27/2011|IN|NIQ
2359058|08/02/2011|IN|NIQ
2359069|11/11/2011|M|MAF
2359079|08/18/2011|IN|NIQ
2359166|12/10/2010|M|NIQ
2359183|11/01/2011|M|NIQ
2359296|09/06/2011|M|NIQ
2359365|10/13/2011|M|NIQ
2359366|10/26/2011|IN|NIQ
2359385|11/07/2011|IN|NIQ
2359386|10/21/2011|IN|NIQ
2359406|10/28/2011|IN|NIQ
2359410|11/08/2011|IN|MAF
2359422|06/28/2010|IN|NIQ
2359455|08/02/2011|IN|NIQ
2359670|11/11/2011|M|MAF
2359840|09/11/2010|IN|NIQ
2359918|11/09/2011|M|NIQ
2360220|11/29/2011|M|MAF
2360293|10/04/2011|IN|NIQ
2360328|11/10/2011|IN|NIQ
2360346|11/11/2011|IN|NIQ
2360379|09/19/2011|IN|NIQ
2360391|11/11/2011|M|NIQ
2360399|10/04/2011|M|NIQ
2360418|06/20/2011|IN|NIQ
2360473|11/12/2011|IN|NIQ
2360476|10/30/2011|IN|NIQ
2360478|10/30/2011|IN|NIQ
2360503|11/14/2011|M|MAF
2360511|11/11/2011|M|NIQ
2360521|11/08/2011|M|MAF
2360526|11/09/2011|M|MAF
2360552|11/10/2011|M|MAF
2360620|08/01/2012|IN|NIQ
2360675|03/06/2011|IN|MAF
2360676|03/06/2011|IN|MAF
2360846|10/21/2011|IN|NIQ
2360864|11/14/2011|M|NIQ
2360889|07/03/2011|IN|NIQ
2360912|10/21/2011|IN|NIQ
2360915|10/21/2011|IN|NIQ
2360917|10/21/2011|IN|NIQ
2360928|10/21/2011|IN|NIQ
2360936|10/21/2011|IN|NIQ
2360953|11/09/2011|M|MAF
2360975|11/16/2011|IN|NIQ
2361141|10/21/2011|M|NIQ
2361347|11/15/2011|M|NIQ
2361354|11/12/2011|M|NIQ
2361359|06/18/2011|IN|NIQ
2361372|11/14/2011|M|NIQ
2361559|10/08/2011|IN|NIQ
2361571|10/21/2011|IN|NIQ
2361646|11/17/2011|M|NIQ
2361677|08/25/2011|M|MAF
2361793|10/21/2011|IN|NIQ
2361957|05/13/2011|IN|NIQ
2362101|11/14/2011|IN|NIQ
2362111|11/10/2011|M|NIQ
2362130|11/08/2011|IN|NIQ
2362142|10/11/2011|M|NIQ
2362185|11/07/2011|IN|NIQ
2362194|11/11/2011|M|NIQ
2362238|09/22/2011|IN|NIQ
2362351|11/08/2011|IN|NIQ
2362354|10/18/2011|M|MAF
2362392|08/22/2011|M|NIQ
2362403|11/11/2011|M|NIQ
2362470|10/20/2011|M|NIQ
2362501|11/09/2011|M|NIQ
2362506|11/09/2011|M|NIQ
2362509|10/19/2011|M|MAF
2362516|11/15/2011|M|MAF
2362538|11/10/2011|IN|NIQ
2362558|11/15/2011|IN|NIQ
2362569|05/25/2011|IN|NIQ
2362574|02/22/2011|IN|NIQ
2362586|11/03/2011|M|NIQ
2362652|10/01/2010|IN|NIQ
2362755|11/14/2011|M|NIQ
2362933|10/14/2011|IN|NIQ
2362934|10/15/2011|IN|NIQ
2362935|10/14/2011|IN|NIQ
2362978|10/15/2011|IN|NIQ
2362984|10/14/2011|IN|NIQ
2362997|10/14/2011|IN|NIQ
2363119|09/22/2011|M|NIQ
2363245|11/11/2011|IN|NIQ
2363516|11/14/2011|M|NIQ
2363548|11/10/2011|M|NIQ
2363949|07/27/2011|M|MAF
2364129|11/14/2011|IN|MAF
2364133|11/14/2011|M|MAF
2364146|11/14/2011|M|MAF
2364231|11/11/2011|IN|NIQ
2364250|11/15/2011|IN|MAF
2364266|10/28/2008|IN|NIQ
2364267|10/28/2008|IN|NIQ
2364268|10/28/2008|IN|NIQ
2364269|10/28/2008|IN|NIQ
2364270|08/02/2011|IN|NIQ
2364271|11/04/2011|IN|NIQ
2364276|11/10/2011|IN|NIQ
2364278|07/22/2011|IN|NIQ
2364286|02/08/2008|IN|NIQ
2364287|02/08/2008|IN|NIQ
2364288|10/28/2008|IN|NIQ
2364290|08/02/2011|IN|NIQ
2364327|05/11/2011|IN|NIQ
2364338|05/10/2011|IN|NIQ
2364388|11/08/2011|M|NIQ
2364415|11/14/2011|IN|NIQ
2364426|11/20/2011|IN|NIQ
2364644|11/14/2011|M|MAF
2364651|02/28/2011|M|MAF
2364805|11/15/2011|IN|NIQ
2364808|11/15/2011|IN|NIQ
2364813|11/14/2011|IN|NIQ
2364836|11/14/2011|M|NIQ
2364917|11/16/2011|M|NIQ
2364920|11/15/2011|M|MAF
2365256|11/15/2011|IN|NIQ
2365833|11/24/2011|IN|NIQ
2365927|11/16/2011|M|NIQ
2365958|11/15/2011|IN|MAF
2365970|06/04/2011|IN|NIQ
2366054|11/16/2011|M|NIQ
2366061|11/04/2010|IN|NIQ
2366072|11/04/2010|IN|NIQ
2366080|11/04/2010|IN|NIQ
2366184|09/10/2011|IN|NIQ
2366185|09/01/2011|IN|NIQ
2366208|10/07/2010|IN|NIQ
2366435|11/16/2011|M|NIQ
2366452|06/10/2011|IN|NIQ
2366903|11/17/2011|M|NIQ
2366927|12/21/2010|IN|NIQ
2367212|11/17/2011|IN|NIQ
2367223|11/14/2011|M|MAF
2367249|06/06/2011|IN|NIQ
2367281|11/11/2011|IN|NIQ
2367282|11/11/2011|M|NIQ
2367303|09/18/2011|IN|NIQ
2367332|09/18/2011|IN|NIQ
2367341|09/18/2011|IN|NIQ
2367355|09/18/2011|IN|NIQ
2367542|07/21/2011|IN|NIQ
2367603|05/09/2011|IN|NIQ
2367683|11/15/2011|M|NIQ
2367772|10/03/2011|M|NIQ
2367775|11/17/2011|IN|NIQ
2367804|10/03/2011|M|NIQ
2367805|11/15/2011|IN|MAF
2367853|08/27/2009|IN|NIQ
2367886|08/27/2009|IN|NIQ
2368052|10/19/2011|M|NIQ
2368062|11/08/2011|IN|NIQ
2368220|11/17/2011|IN|NIQ
2368241|01/11/2011|IN|NIQ
2368338|11/07/2011|IN|NIQ
2368348|01/30/2011|IN|NIQ
2368355|01/30/2011|IN|NIQ
2368364|09/11/2011|IN|NIQ
2368381|08/08/2011|IN|NIQ
2368399|10/14/2009|IN|NIQ
2368429|08/29/2011|IN|NIQ
2368443|09/21/2011|IN|NIQ
2368448|08/29/2011|IN|NIQ
2368692|12/03/2010|IN|NIQ
2368769|11/22/2011|IN|NIQ
2368770|11/22/2011|IN|NIQ
2368815|11/11/2011|IN|NIQ
2368820|09/26/2011|IN|NIQ
2368854|05/22/2012|IN|NIQ
2368855|05/22/2012|IN|NIQ
2368917|05/28/2011|IN|NIQ
2368968|11/25/2011|IN|NIQ
2368969|08/24/2011|IN|NIQ
2368984|08/24/2011|IN|NIQ
2369083|11/03/2011|IN|NIQ
2369108|11/15/2011|M|NIQ
2369318|09/20/2011|M|NIQ
2369319|11/16/2011|M|NIQ
2369346|10/10/2011|M|NIQ
2369357|11/02/2011|IN|NIQ
2369395|11/02/2011|IN|NIQ
2369402|10/03/2011|M|NIQ
2369460|11/14/2011|M|NIQ
2369759|11/01/2011|M|NIQ
2369761|11/16/2011|M|MAF
2369776|11/09/2011|M|NIQ
2369812|11/13/2011|IN|NIQ
2369860|11/17/2011|M|NIQ
2369943|11/16/2011|IN|NIQ
2369955|11/15/2011|IN|MAF
2370037|11/16/2011|IN|NIQ
2370244|10/09/2010|IN|NIQ
2370252|11/11/2011|IN|NIQ
2370271|11/11/2011|IN|NIQ
2370276|11/11/2011|IN|NIQ
2370288|11/17/2011|IN|MAF
2370304|11/11/2011|IN|NIQ
2370309|11/02/2011|IN|MAF
2370345|09/02/2011|IN|NIQ
2370364|11/15/2011|IN|NIQ
2370407|11/16/2011|IN|NIQ
2370466|09/23/2011|M|NIQ
2370470|11/17/2011|M|NIQ
2370471|11/17/2011|IN|NIQ
2370516|11/15/2011|IN|NIQ
2370689|11/17/2011|IN|NIQ
2370696|11/17/2011|IN|NIQ
2370769|11/17/2011|IN|NIQ
2370811|11/17/2011|IN|NIQ
2370880|11/17/2011|M|NIQ
2370886|08/23/2011|M|NIQ
2371286|11/06/2008|M|NIQ
2371298|10/11/2011|M|NIQ
2371299|10/06/2011|M|NIQ
2371371|11/11/2011|M|MAF
2371467|11/03/2011|M|NIQ
2371469|11/03/2011|M|NIQ
2371496|12/21/2010|IN|NIQ
2371720|09/19/2011|IN|NIQ
2372317|11/22/2011|M|NIQ
2372362|11/18/2011|IN|MAF
2373112|08/27/2011|IN|NIQ
2373186|08/27/2011|IN|NIQ
2373452|10/12/2011|IN|NIQ
2373987|11/18/2011|IN|MAF
2374099|11/04/2011|IN|NIQ
2374152|07/17/2011|IN|NIQ
2374233|01/31/2011|IN|NIQ
2374674|09/16/2011|M|NIQ
2374887|11/19/2011|M|NIQ
2375021|11/19/2011|M|MAF
2375037|04/29/2011|IN|NIQ
2375074|04/29/2011|IN|NIQ
2375153|10/19/2011|IN|NIQ
2375154|10/19/2011|IN|NIQ
2375155|09/27/2011|IN|NIQ
2375212|12/06/2008|IN|NIQ
2375215|10/19/2011|IN|NIQ
2375237|11/28/2011|M|NIQ
2375249|11/04/2011|M|MAF
2375286|10/04/2011|IN|NIQ
2375422|11/18/2011|M|NIQ
2375582|11/26/2011|M|NIQ
2375628|10/17/2011|M|NIQ
2375961|11/08/2011|M|NIQ
2376637|11/18/2011|IN|NIQ
2376663|11/18/2011|IN|NIQ
2376759|10/09/2011|M|NIQ
2376809|11/18/2011|IN|NIQ
2376879|10/20/2011|M|NIQ
2377031|10/11/2011|M|NIQ
2377095|11/09/2011|IN|NIQ
2377181|11/18/2011|IN|NIQ
2377376|11/23/2011|M|NIQ
2377811|03/11/2009|IN|NIQ
2377824|10/10/2011|M|NIQ
2377859|11/21/2011|M|MAF
2377865|08/31/2010|IN|NIQ
2377871|11/08/2011|M|NIQ
2377880|03/03/2011|IN|NIQ
2377927|11/22/2010|IN|NIQ
2377995|06/24/2011|IN|NIQ
2378092|05/30/2011|IN|NIQ
2378150|11/19/2011|M|NIQ
2378202|04/12/2010|IN|NIQ
2378245|11/04/2011|M|NIQ
2378321|11/21/2011|M|NIQ
2378323|11/18/2011|M|NIQ
2378334|11/21/2011|IN|NIQ
2378345|11/18/2011|M|NIQ
2378416|03/04/2010|IN|NIQ
2378595|10/01/2011|IN|NIQ
2378630|10/01/2011|IN|NIQ
2378632|10/01/2011|IN|NIQ
2379114|12/28/2010|IN|NIQ
2379170|12/28/2010|IN|NIQ
2379201|06/23/2011|IN|NIQ
2379235|11/22/2011|IN|MAF
2379265|11/17/2011|IN|MAF
2379304|03/25/2011|IN|NIQ
2379356|07/26/2010|IN|NIQ
2379377|11/21/2011|IN|NIQ
2379402|11/22/2011|IN|NIQ
2379421|11/07/2011|M|MAF
2379489|11/03/2011|IN|NIQ
2379561|11/14/2011|IN|MAF
2379582|06/02/2010|IN|NIQ
2379587|06/02/2010|IN|NIQ
2379588|06/02/2010|IN|NIQ
2379590|06/02/2010|IN|NIQ
2379595|06/02/2010|IN|NIQ
2379614|10/09/2011|IN|NIQ
