MDR_REPORT_KEY|DATE_OF_EVENT|EVENT_TYPE|DEVICE_REPORT_PRODUCT_CODE
7176229|11/06/2017|IN|NIQ
7176485|12/08/2017|IN|MAF
7176487|12/30/2017|IN|NIQ
7176491|12/26/2017|IN|NIQ
7176493|12/08/2017|IN|MAF
7176500|12/20/2017|IN|PNY
7176544|11/06/2017|IN|NIQ
7176565|12/05/2017|M|NIQ
7176679|12/04/2017|M|NIQ
7176696|12/05/2017|M|NIQ
7176810|12/11/2017|M|NIQ
7177169|12/31/2017|IN|MAF
7177284|12/06/2017|IN|NIQ
7177736|12/06/2017|IN|NIQ
7177762|12/11/2017|IN|NIQ
7177779|12/11/2017|M|NIQ
7177824|12/12/2017|M|NIQ
7177839|12/11/2017|M|NIQ
7177842|11/09/2017|M|MAF
7177869|12/12/2017|M|NIQ
7178295|10/09/2017|M|NIQ
7178297|09/22/2017|M|NIQ
7178351|12/20/2017|M|NIQ
7178457|12/15/2017|M|NIQ
7178604|12/19/2017|M|NIQ
7178640|09/10/2015|IN|NIQ
7178660|12/11/2017|M|NIQ
7178748|12/20/2017|M|NIQ
7178938|12/18/2017|IN|NIQ
7178980|12/29/2017|IN|NIQ
7178987|12/11/2017|M|NIQ
7178997|12/22/2017|IN|NIQ
7179007|11/24/2017|M|NIQ
7179025|12/17/2017|M|NIQ
7179183|11/25/2017|M|MAF
7179589|10/12/2017|IN|NIQ
7179849|12/18/2017|M|NIQ
7180518|12/15/2017|IN|MAF
7180729|03/01/2017|IN|PNY
7180845|01/11/2016|IN|PNY
7180929|10/06/2016|IN|NIQ
7180945|01/11/2016|IN|PNY
7181140|12/18/2017|M|NIQ
7181207|12/18/2017|IN|NIQ
7181513|12/13/2017|IN|NIQ
7181576|12/15/2017|IN|NIQ
7181578|12/15/2017|M|NIQ
7181580|11/16/2017|M|NIQ
7181810|12/15/2017|M|NIQ
7181886|11/03/2017|IN|NIQ
7181894|10/29/2017|M|NIQ
7182036|11/01/2017|M|NIQ
7182158|12/19/2017|M|NIQ
7182383|12/15/2017|M|NIQ
7182529|12/22/2017|M|NIQ
7182653|10/07/2017|M|NIQ
7182691|12/17/2017|IN|NIQ
7182744|12/16/2017|M|NIQ
7183029|11/28/2017|M|NIQ
7183167|12/18/2017|IN|NIQ
7183168|12/18/2017|IN|NIQ
7183415|05/01/2017|IN|NIQ
7183417|12/20/2017|M|NIQ
7183471|12/19/2017|IN|NIQ
7183510|12/14/2017|M|NIQ
7183692|12/12/2017|IN|PNY
7183868|10/10/2017|M|NIQ
7184203|12/18/2017|IN|NIQ
7184217|02/12/2016|IN|MAF
7184239|12/05/2017|M|NIQ
7184331|12/20/2017|M|NIQ
7184538|12/01/2017|IN|PNY
7184561|12/01/2017|IN|PNY
7184609|12/18/2017|IN|NIQ
7184633|03/27/2017|IN|NIQ
7184674|02/22/2016|IN|PNY
7185146|12/14/2017|M|NIQ
7185170|05/03/2017|IN|NIQ
7185174|01/01/2018|IN|NIQ
7185188|12/15/2017|M|NIQ
7185563|11/03/2017|M|MAF
7186011|12/19/2017|M|NIQ
7186359|12/30/2017|IN|NIQ
7186754|12/08/2017|M|NIQ
7186813|12/28/2017|M|NIQ
7186928|12/27/2017|M|NIQ
7187086|12/04/2017|M|NIQ
7187254|12/09/2017|M|NIQ
7188239|02/10/2014|IN|NIQ
7188454|09/15/2016|IN|NIQ
7188477|03/14/2016|IN|NIQ
7188843|11/28/2017|IN|NIQ
7189390|07/23/2015|IN|PNY
7189445|08/07/2015|IN|NIQ
7190130|11/07/2016|M|NIQ
7190139|11/11/2016|M|NIQ
7190157|11/29/2016|M|NIQ
7190179|02/03/2016|IN|NIQ
7190376|03/14/2016|IN|NIQ
7190390|10/12/2017|IN|PNY
7190577|04/23/2014|IN|NIQ
7190623|04/14/2016|IN|NIQ
7190847|12/29/2017|IN|NIQ
7190851|12/05/2017|M|NIQ
7190892|01/02/2018|M|NIQ
7191036|01/01/2018|IN|NIQ
7191042|10/14/2014|IN|NIQ
7191154|09/16/2014|IN|NIQ
7191181|12/16/2017|M|NIQ
7191217|07/10/2014|IN|NIQ
7191296|01/05/2018|M|NIQ
7191297|12/11/2014|IN|NIQ
7191627|03/28/2014|IN|NIQ
7191687|03/03/2015|IN|NIQ
7191697|01/03/2018|M|NIQ
7191834|06/18/2016|IN|NIQ
7192175|03/10/2016|IN|NIQ
7192244|07/21/2017|IN|NIQ
7192258|04/04/2014|IN|NIQ
7192270|04/14/2014|IN|NIQ
7192337|12/20/2017|IN|NIQ
7192341|12/20/2017|M|NIQ
7192346|09/14/2017|M|NIQ
7192348|12/19/2017|IN|NIQ
7192399|12/30/2016|IN|NIQ
7192446|12/22/2017|M|NIQ
7192459|11/30/2016|IN|NIQ
7192846|11/15/2017|M|NIQ
7194051|12/18/2017|IN|NIQ
7194061|12/26/2017|M|NIQ
7194668|04/14/2016|IN|NIQ
7194719|05/19/2016|M|MAF
7194805|05/05/2016|IN|MAF
7198018|12/26/2017|M|NIQ
7198305|10/25/2017|M|NIQ
7198333|12/26/2017|M|NIQ
7198666|01/04/2018|IN|NIQ
7198675|01/04/2018|IN|NIQ
7198679|01/04/2018|IN|NIQ
7198688|11/01/2017|IN|NIQ
7198691|12/15/2017|M|NIQ
7198693|09/11/2017|IN|NIQ
7198786|12/19/2017|M|NIQ
7198821|01/14/2016|IN|MAF
7199056|12/21/2017|IN|NIQ
7199088|12/27/2017|M|NIQ
7199109|12/27/2017|M|NIQ
7199130|12/22/2017|M|NIQ
7199183|11/23/2017|M|NIQ
7199455|12/14/2017|M|NIQ
7199830|10/23/2017|M|NIQ
7200113|12/04/2017|IN|MAF
7200795|09/14/2017|M|NIQ
7200817|01/01/2018|IN|NIQ
7200834|12/19/2017|M|NIQ
7200863|11/28/2017|M|NIQ
7200870|11/28/2017|M|NIQ
7200903|12/28/2017|IN|NIQ
7201041|12/21/2017|M|NIQ
7201073|11/21/2017|M|NIQ
7201090|08/04/2017|M|NIQ
7201122|11/21/2017|M|NIQ
7201166|12/22/2017|M|NIQ
7201319|12/21/2017|M|NIQ
7201438|12/07/2017|M|NIQ
7201443|12/20/2017|M|NIQ
7201444|09/14/2015|M|NIQ
7201544|12/21/2017|M|MAF
7201710|11/24/2017|M|NIQ
7201727|12/22/2017|M|NIQ
7201728|12/22/2017|M|NIQ
7202312|12/18/2017|IN|NIQ
7202393|12/23/2017|M|NIQ
7202420|12/27/2017|M|NIQ
7202440|12/26/2017|M|NIQ
7202459|12/19/2017|M|NIQ
7202474|02/20/2017|IN|NIQ
7202475|02/20/2017|IN|NIQ
7202493|12/27/2017|IN|MAF
7203080|12/21/2017|M|NIQ
7203083|12/26/2017|M|NIQ
7203109|11/24/2017|M|NIQ
7203117|12/20/2017|M|NIQ
7203128|11/07/2017|M|NIQ
7203136|12/20/2017|M|NIQ
7203262|01/04/2018|M|NIQ
7203283|12/16/2017|M|NIQ
7203386|12/21/2017|IN|NIQ
7203388|12/20/2017|IN|NIQ
7203402|12/19/2017|M|NIQ
7203562|01/01/2016|M|NIQ
7203602|12/27/2017|M|NIQ
7203833|01/07/2018|M|NIQ
7204033|01/09/2018|M|NIQ
7204300|01/03/2018|M|NIQ
7204302|12/26/2017|IN|NIQ
7204310|12/18/2017|IN|NIQ
7204412|12/27/2017|M|NIQ
7204463|12/26/2017|M|NIQ
7204534|12/22/2017|IN|NIQ
7204556|12/25/2017|IN|NIQ
7204577|12/25/2017|M|NIQ
7204612|11/17/2017|IN|NIQ
7205045|12/20/2017|IN|MAF
7205047|12/20/2017|IN|MAF
7205049|12/20/2017|IN|MAF
7205557|12/21/2017|M|NIQ
7205922|01/08/2018|M|NIQ
7206097|01/07/2017|IN|NIQ
7206584|10/01/2017|IN|NIQ
7207143|12/21/2017|M|MAF
7207178|12/19/2017|M|MAF
7207192|12/25/2017|IN|NIQ
7207197|12/21/2017|IN|NIQ
7207235|12/28/2017|M|NIQ
7207256|09/02/2017|IN|NIQ
7207282|12/21/2017|M|NIQ
7207357|12/29/2017|M|NIQ
7207545|12/18/2017|M|NIQ
7207546|12/24/2017|M|NIQ
7207552|12/18/2017|M|NIQ
7207980|08/28/2017|IN|NIQ
7208142|04/09/2017|IN|NIQ
7208198|09/09/2017|IN|NIQ
7208259|12/27/2017|M|NIQ
7208294|04/01/2017|IN|NIQ
7208355|01/12/2018|IN|NIQ
7208381|09/09/2017|IN|NIQ
7208640|01/01/2015|IN|MAF
7208727|01/03/2018|M|NIQ
7208845|12/27/2017|IN|NIQ
7208850|12/27/2017|M|NIQ
7208851|12/01/2017|IN|NIQ
7208852|12/01/2017|IN|NIQ
7208854|12/23/2017|M|NIQ
7208858|12/26/2017|IN|NIQ
7208867|12/25/2017|M|NIQ
7208874|12/27/2017|M|NIQ
7208903|12/30/2017|IN|NIQ
7209075|12/26/2017|IN|MAF
7209122|01/01/2015|IN|NIQ
7209377|01/09/2018|M|NIQ
7209612|12/30/2017|M|NIQ
7209742|01/16/2018|M|NIQ
7209836|12/28/2017|M|NIQ
7210023|12/27/2017|IN|NIQ
7210182|12/29/2017|IN|MAF
7210263|09/28/2017|M|NIQ
7210473|01/10/2018|IN|NIQ
7210488|12/25/2017|M|NIQ
7210891|12/30/2017|IN|NIQ
7211128|01/11/2018|IN|NIQ
7211470|12/28/2017|M|MAF
7211481|12/28/2017|M|NIQ
7211538|07/12/2017|IN|NIQ
7211648|12/09/2017|M|NIQ
7211704|12/22/2013|IN|MAF
7211712|12/22/2013|IN|MAF
7211714|01/06/2018|M|NIQ
7211716|12/22/2013|IN|NIQ
7212037|04/22/2015|IN|NIQ
7212343|01/05/2018|M|NIQ
7212369|12/28/2017|M|NIQ
7212418|01/06/2018|M|NIQ
7212429|01/06/2018|M|NIQ
7212504|01/09/2018|M|NIQ
7213052|12/29/2017|IN|NIQ
7213118|08/24/2017|M|NIQ
7213146|12/31/2017|M|NIQ
7213381|12/29/2017|IN|NIQ
7213488|10/11/2017|IN|NIQ
7213491|12/13/2017|IN|NIQ
7213603|10/27/2017|IN|NIQ
7213789|12/30/2017|IN|NIQ
7213790|12/30/2017|IN|NIQ
7213919|01/01/2018|M|NIQ
7213921|07/11/2017|M|NIQ
7214193|10/27/2017|IN|MAF
7214253|12/28/2017|IN|NIQ
7214254|12/28/2017|IN|NIQ
7214632|06/22/2017|M|NIQ
7214680|01/20/2014|IN|MAF
7214696|01/01/2015|IN|NIQ
7214857|12/29/2017|IN|NIQ
7215157|05/26/2015|IN|NIQ
7215197|01/03/2018|IN|NIQ
7215270|01/08/2018|M|NIQ
7215310|01/05/2018|M|NIQ
7215494|01/09/2018|IN|NIQ
7215596|01/13/2018|IN|NIQ
7215764|12/11/2017|M|NIQ
7215874|12/29/2017|IN|NIQ
7216195|04/13/2017|IN|NIQ
7216559|09/19/2017|M|NIQ
7216667|09/14/2017|M|NIQ
7216739|01/10/2018|M|NIQ
7216834|01/03/2018|IN|MAF
7216836|01/03/2018|IN|MAF
7216865|01/04/2018|M|MAF
7216871|12/12/2017|IN|MAF
7216964|09/20/2017|IN|NIQ
7216979|01/09/2018|IN|NIQ
7217013|12/30/2017|IN|NIQ
7217035|07/14/2015|IN|NIQ
7217105|07/14/2015|IN|NIQ
7217121|06/05/2015|IN|NIQ
7217166|01/11/2018|IN|MAF
7217192|12/26/2017|M|NIQ
7217295|01/02/2018|IN|NIQ
7217692|12/19/2017|M|NIQ
7217900|10/23/2017|IN|NIQ
7217902|10/23/2017|IN|NIQ
7217903|08/26/2013|IN|MAF
7217928|03/11/2015|IN|MAF
7218252|01/05/2018|M|NIQ
7218270|01/07/2018|M|NIQ
7218288|01/09/2018|M|MAF
7218415|01/12/2018|M|NIQ
7218436|01/12/2018|M|NIQ
7218610|04/13/2017|IN|NIQ
7218711|01/15/2018|IN|MAF
7219245|12/25/2017|IN|MAF
7219292|11/11/2017|M|NIQ
7219304|11/11/2017|M|NIQ
7219557|07/10/2017|IN|NIQ
7219806|01/02/2018|M|NIQ
7219971|01/02/2018|IN|MAF
7220083|08/24/2017|M|NIQ
7220210|09/21/2017|M|NIQ
7220300|11/15/2017|M|NIQ
7220640|06/01/2016|IN|PNY
7220983|01/04/2018|M|NIQ
7221503|01/10/2018|M|NIQ
7221559|01/10/2018|M|NIQ
7221629|12/02/2017|IN|NIQ
7221632|01/12/2018|M|NIQ
7221733|11/22/2017|M|NIQ
7221880|12/31/2017|M|NIQ
7221923|01/03/2018|M|NIQ
7221931|01/03/2018|IN|NIQ
7221968|01/03/2018|IN|NIQ
7221977|12/02/2017|M|NIQ
7222006|01/03/2018|M|NIQ
7222800|12/21/2017|IN|NIQ
7222939|10/11/2017|M|NIQ
7222994|12/18/2017|M|NIQ
7223079|01/19/2018|IN|NIQ
7223412|01/17/2018|IN|NIQ
7224084|01/01/2016|IN|NIQ
7224095|01/04/2018|IN|NIQ
7224097|01/04/2018|IN|NIQ
7224106|01/11/2018|IN|NIQ
7224114|01/11/2018|M|NIQ
7224128|01/02/2018|IN|NIQ
7224142|01/04/2018|IN|NIQ
7224285|12/29/2017|M|NIQ
7224442|08/29/2017|M|NIQ
7224600|01/05/2018|M|NIQ
7224670|12/30/2017|IN|NIQ
7224685|01/11/2018|M|NIQ
7224898|10/13/2017|M|NIQ
7225034|12/25/2017|M|NIQ
7225148|12/15/2017|M|NIQ
7225208|07/05/2017|IN|NIQ
7225423|12/22/2017|IN|NIQ
7225497|01/05/2018|M|NIQ
7225509|01/11/2018|M|NIQ
7225533|01/09/2018|IN|MAF
7225563|01/16/2018|M|NIQ
7225596|01/09/2018|IN|MAF
7225636|01/09/2018|IN|MAF
7225664|01/09/2018|IN|MAF
7225699|01/09/2018|IN|MAF
7225787|01/03/2018|M|NIQ
7225943|12/29/2017|IN|NIQ
7225957|12/27/2017|M|NIQ
7226682|01/02/2018|IN|MAF
7227034|01/04/2018|M|NIQ
7227035|01/04/2018|M|NIQ
7227057|01/02/2018|IN|NIQ
7227061|01/02/2018|IN|NIQ
7227694|01/05/2018|M|NIQ
7227964|12/14/2017|M|NIQ
7228549|01/10/2018|IN|MAF
7228632|01/06/2018|IN|NIQ
7229129|01/08/2018|IN|MAF
7229151|01/19/2015|IN|NIQ
7229178|01/19/2015|IN|NIQ
7229493|01/20/2018|IN|NIQ
7229555|12/22/2017|M|NIQ
7229591|01/15/2018|M|NIQ
7229601|12/29/2017|M|NIQ
7229642|01/10/2018|M|NIQ
7229645|01/05/2018|IN|NIQ
7229809|11/25/2017|M|NIQ
7229818|11/25/2017|M|NIQ
7230071|09/01/2017|IN|NIQ
7230076|09/01/2017|IN|NIQ
7230079|09/01/2017|IN|NIQ
7230139|01/13/2018|IN|NIQ
7230141|01/13/2018|IN|NIQ
7230146|01/13/2018|IN|NIQ
7230147|01/13/2018|IN|NIQ
7230149|01/13/2018|IN|NIQ
7230286|01/08/2018|M|NIQ
7230338|01/08/2018|M|NIQ
7230397|12/01/2017|IN|NIQ
7230534|01/08/2018|IN|NIQ
7230850|01/19/2018|IN|NIQ
7231614|01/15/2018|IN|NIQ
7231890|12/01/2017|IN|MAF
7231967|01/18/2018|IN|NIQ
7232293|07/07/2017|IN|NIQ
7232391|01/05/2018|IN|PNY
7232539|01/24/2018|IN|NIQ
7232570|01/06/2018|IN|NIQ
7232609|06/09/2017|IN|NIQ
7232693|01/07/2018|IN|NIQ
7232717|01/10/2018|M|NIQ
7232937|10/25/2017|IN|NIQ
7233409|01/11/2018|M|NIQ
7233413|10/01/2017|IN|NIQ
7233418|10/10/2017|M|NIQ
7233492|08/14/2017|IN|NIQ
7233971|11/14/2017|M|NIQ
7234093|01/23/2018|IN|NIQ
7234567|01/20/2018|IN|NIQ
7234595|11/20/2017|M|NIQ
7234615|07/17/2017|IN|MAF
7234699|01/22/2018|IN|NIQ
7234732|01/22/2018|IN|NIQ
7235929|12/05/2017|M|NIQ
7235995|01/27/2018|IN|NIQ
7236018|01/04/2018|M|NIQ
7236088|01/08/2018|IN|NIQ
7236227|01/07/2018|IN|MAF
7236232|01/07/2018|IN|MAF
7236235|01/07/2018|IN|MAF
7236239|01/07/2018|M|MAF
7236270|10/31/2017|IN|MAF
7236275|10/31/2017|IN|MAF
7236305|01/17/2018|IN|NIQ
7236310|01/22/2018|IN|NIQ
7236358|01/12/2018|M|NIQ
7236581|01/29/2014|M|NIQ
7236702|07/09/2015|IN|NIQ
7236707|07/09/2015|IN|NIQ
7237309|01/17/2018|IN|MAF
7237612|12/21/2017|M|NIQ
7237705|01/15/2018|M|NIQ
7237707|01/11/2018|IN|NIQ
7238180|01/15/2018|M|NIQ
7238236|01/11/2018|M|NIQ
7238267|01/08/2018|IN|NIQ
7238557|01/09/2018|M|NIQ
7238695|01/12/2018|M|NIQ
7238770|11/27/2017|M|NIQ
7238947|11/22/2017|M|NIQ
7238981|12/04/2017|M|NIQ
7239029|11/25/2017|M|NIQ
7239075|12/04/2017|M|NIQ
7240395|12/29/2017|M|NIQ
7240400|01/10/2018|M|NIQ
7240440|08/15/2017|M|NIQ
7240585|11/30/2017|M|NIQ
7240630|01/04/2018|IN|NIQ
7240748|01/13/2018|M|NIQ
7241049|01/16/2018|M|NIQ
7241328|12/08/2017|M|NIQ
7241424|01/09/2018|M|NIQ
7241843|01/10/2018|M|NIQ
7241867|05/10/2017|IN|NIQ
7241869|01/16/2018|M|NIQ
7241943|01/11/2018|M|NIQ
7241978|01/17/2018|M|NIQ
7241993|12/14/2017|M|NIQ
7242001|05/02/2017|IN|NIQ
7242076|01/16/2018|M|NIQ
7242208|01/17/2018|M|NIQ
7242379|09/22/2017|IN|NIQ
7242753|01/17/2018|M|NIQ
7243370|11/16/2017|IN|NIQ
7243372|11/16/2017|IN|NIQ
7243382|08/17/2017|M|NIQ
7243610|12/14/2017|IN|NIQ
7243628|12/14/2017|IN|NIQ
7243885|09/05/2016|IN|NIQ
7244080|01/18/2018|M|NIQ
7244483|01/15/2018|M|NIQ
7244985|01/18/2018|M|NIQ
7245003|10/05/2016|IN|PNY
7245005|10/05/2016|IN|PNY
7245006|10/05/2016|IN|PNY
7245036|12/02/2017|M|NIQ
7245048|01/23/2018|IN|NIQ
7245437|01/22/2018|IN|NIQ
7245439|01/26/2018|IN|MAF
7245525|01/22/2018|IN|NIQ
7245775|09/21/2017|IN|NIQ
7245812|01/20/2018|IN|MAF
7245845|01/15/2018|IN|MAF
7245869|08/29/2017|IN|NIQ
7245893|01/15/2018|IN|MAF
7245895|01/08/2018|M|NIQ
7245979|01/09/2018|M|NIQ
7246342|09/05/2017|M|NIQ
7246350|01/25/2018|IN|NIQ
7246846|01/15/2018|M|NIQ
7246865|01/14/2018|M|NIQ
7246909|01/17/2018|M|NIQ
7246916|01/16/2018|IN|NIQ
7246926|01/15/2018|M|NIQ
7246933|01/14/2018|M|NIQ
7246954|01/15/2018|M|NIQ
7246965|01/14/2018|M|NIQ
7247295|11/29/2017|IN|NIQ
7247472|01/11/2018|IN|NIQ
7248018|01/15/2013|IN|NIQ
7248060|11/29/2017|M|NIQ
7248410|01/15/2018|IN|NIQ
7248586|12/01/2017|M|NIQ
7248597|11/21/2017|M|NIQ
7248629|12/01/2017|M|NIQ
7248786|01/05/2018|IN|NIQ
7248873|01/05/2018|M|NIQ
7249071|01/12/2018|IN|NIQ
7249247|12/11/2017|M|NIQ
7249339|01/15/2018|M|NIQ
7249389|02/01/2018|IN|NIQ
7249440|01/12/2018|IN|NIQ
7249451|01/12/2018|IN|NIQ
7249611|01/20/2018|IN|MAF
7249861|01/15/2018|M|NIQ
7249894|01/15/2018|M|NIQ
7249931|01/22/2018|M|NIQ
7249975|01/22/2018|M|NIQ
7250025|01/25/2018|IN|NIQ
7250976|06/28/2017|IN|NIQ
7250984|06/28/2017|IN|NIQ
7251180|01/17/2018|IN|MAF
7251202|01/17/2018|IN|NIQ
7251278|12/08/2017|M|NIQ
7251337|01/05/2018|M|NIQ
7251377|01/15/2018|M|NIQ
7251489|01/12/2018|IN|NIQ
7251698|01/10/2018|M|NIQ
7251757|01/15/2018|M|NIQ
7251824|01/10/2018|M|NIQ
7251840|09/26/2017|IN|MAF
7251859|01/18/2018|IN|NIQ
7252202|12/06/2017|M|NIQ
7252686|01/19/2018|IN|NIQ
7252926|12/06/2017|M|NIQ
7252974|12/10/2017|M|NIQ
7256073|01/30/2018|M|MAF
7256630|01/18/2018|M|NIQ
7257099|12/21/2017|M|NIQ
7258919|01/17/2018|IN|NIQ
7259014|12/21/2017|M|NIQ
7259023|01/18/2018|M|NIQ
7259162|12/26/2017|IN|NIQ
7259308|12/19/2017|IN|NIQ
7259446|01/02/2018|M|NIQ
7259570|01/14/2018|IN|PNY
7260069|01/19/2018|IN|NIQ
7260399|01/31/2018|IN|NIQ
7260493|02/06/2018|IN|NIQ
7260838|01/09/2017|M|NIQ
7260867|01/12/2018|M|NIQ
7262739|11/14/2017|IN|NIQ
7262796|01/15/2018|IN|NIQ
7262800|07/25/2016|IN|NIQ
7262837|01/16/2018|M|NIQ
7263204|01/01/2018|M|NIQ
7263207|11/11/2017|IN|NIQ
7263295|12/20/2017|M|NIQ
7263452|01/30/2018|IN|NIQ
7263543|01/25/2018|IN|MAF
7263683|01/20/2018|IN|NIQ
7263853|01/17/2018|M|NIQ
7264247|12/07/2017|M|NIQ
7264250|12/05/2015|IN|NIQ
7264258|01/18/2018|M|NIQ
7264280|05/14/2017|IN|PNY
7264284|12/05/2015|M|NIQ
7264511|01/23/2018|M|NIQ
7264599|02/06/2018|IN|NIQ
7264639|01/15/2018|IN|NIQ
7264698|01/24/2018|M|NIQ
7264703|12/07/2017|M|NIQ
7264712|12/21/2017|M|NIQ
7264752|01/18/2018|M|NIQ
7264825|12/21/2017|M|NIQ
7264861|01/16/2018|IN|NIQ
7264985|01/18/2018|IN|NIQ
7265091|01/29/2018|IN|NIQ
7265148|01/17/2018|IN|NIQ
7265355|12/18/2017|M|NIQ
7265359|01/19/2018|IN|PNY
7265506|01/18/2018|M|NIQ
7265865|11/01/2016|IN|NIQ
7265892|01/18/2018|M|NIQ
7265893|01/17/2018|M|MAF
7265953|09/01/2017|IN|NIQ
7266098|01/16/2018|M|NIQ
7266308|08/31/2017|IN|NIQ
7266319|11/23/2017|IN|NIQ
7266388|01/06/2018|M|NIQ
7266397|01/15/2018|M|NIQ
7266697|08/31/2017|IN|NIQ
7266802|01/30/2018|IN|MAF
7267041|08/31/2017|IN|NIQ
7267266|08/31/2017|IN|NIQ
7267388|12/22/2017|M|NIQ
7267431|01/18/2018|IN|NIQ
7267464|08/31/2017|IN|NIQ
7267529|08/31/2017|IN|NIQ
7267549|01/29/2018|IN|NIQ
7267609|08/31/2017|IN|NIQ
7267643|08/31/2017|IN|NIQ
7267674|11/11/2017|IN|NIQ
7267677|11/11/2017|IN|NIQ
7267681|08/31/2017|IN|NIQ
7267716|08/31/2017|IN|NIQ
7267862|08/31/2017|IN|NIQ
7267957|08/31/2017|IN|NIQ
7267966|01/21/2018|IN|NIQ
7267967|01/16/2018|IN|NIQ
7267985|01/16/2018|IN|NIQ
7268012|01/16/2018|IN|NIQ
7268040|08/31/2017|IN|NIQ
7268125|08/31/2017|IN|NIQ
7268408|05/10/2017|IN|PNY
7268510|01/24/2018|IN|NIQ
7268534|11/01/2017|IN|MAF
7269206|03/01/2017|IN|NIQ
7269290|01/19/2018|M|NIQ
7270059|01/03/2018|IN|NIQ
7270173|01/24/2018|M|NIQ
7270428|01/18/2018|M|NIQ
7270697|01/25/2018|M|NIQ
7270727|01/30/2018|M|NIQ
7270769|01/24/2018|IN|NIQ
7270776|01/22/2018|IN|NIQ
7270793|02/08/2018|IN|MAF
7271177|01/23/2018|M|NIQ
7271282|01/23/2018|M|NIQ
7271324|01/08/2018|IN|NIQ
7271833|01/22/2018|M|NIQ
7271861|01/23/2018|M|MAF
7272540|12/24/2017|IN|NIQ
7272767|08/31/2017|IN|NIQ
7272791|01/15/2018|M|NIQ
7272971|11/28/2017|M|NIQ
7273026|12/13/2017|M|NIQ
7273078|01/25/2018|M|NIQ
7273138|11/26/2017|M|NIQ
7273139|02/06/1999|IN|MAF
7273186|02/06/1999|IN|MAF
7273250|02/06/1999|IN|MAF
7273363|11/01/1999|IN|MAF
7273594|06/07/2016|IN|PNY
7273667|01/23/2018|IN|MAF
7273825|08/31/2017|IN|NIQ
7273836|08/31/2017|IN|NIQ
7273859|08/31/2017|IN|NIQ
7274271|12/01/2017|M|NIQ
7274474|12/04/2017|IN|MAF
7274579|02/01/2018|M|MAF
7274649|12/27/2017|IN|NIQ
7274756|01/23/2018|M|NIQ
7274789|01/23/2018|IN|NIQ
7274822|08/23/2017|IN|NIQ
7274849|01/21/2018|IN|NIQ
7274963|02/03/2018|M|NIQ
7275296|12/25/2017|M|NIQ
7275501|12/07/2017|IN|PNY
7275602|05/19/2017|IN|PNY
7275646|12/28/2015|IN|PNY
7276025|01/22/2018|M|NIQ
7276035|01/17/2018|M|NIQ
7276039|01/19/2018|M|NIQ
7276075|01/22/2018|M|NIQ
7276078|01/22/2018|M|NIQ
7276102|01/23/2018|M|NIQ
7276144|01/23/2018|IN|MAF
7276478|02/08/2017|M|NIQ
7276628|01/18/2018|M|NIQ
7276634|01/22/2018|M|NIQ
7276722|01/24/2018|M|NIQ
7277082|01/04/2018|M|NIQ
7277138|11/27/2017|M|NIQ
7277154|06/01/2017|M|MAF
7277287|11/27/2017|M|NIQ
7277442|01/25/2018|M|NIQ
7277714|01/24/2018|M|NIQ
7277853|01/01/1998|M|MAF
7277869|01/23/2018|M|MAF
7277945|01/25/2018|M|NIQ
7277977|01/24/2018|M|NIQ
7278007|01/23/2018|IN|NIQ
7278020|12/26/2017|M|NIQ
7278025|12/15/2017|M|NIQ
7278109|01/25/2018|IN|NIQ
7278256|03/24/2017|IN|NIQ
7278515|12/10/2017|M|NIQ
7278558|12/08/2017|M|MAF
7278747|12/16/2017|M|NIQ
7278808|12/16/2017|M|NIQ
7279417|01/24/2018|IN|NIQ
7279649|01/16/2018|M|NIQ
7279678|01/24/2018|M|NIQ
7280321|01/24/2018|M|NIQ
7280349|02/13/2018|IN|NIQ
7280381|12/05/2017|M|MAF
7280940|01/24/2018|IN|NIQ
7281874|01/16/2018|M|NIQ
7282153|12/20/2017|M|NIQ
7282405|12/22/2017|IN|MAF
7282512|01/23/2018|M|NIQ
7282563|01/30/2018|M|NIQ
7282955|01/02/2018|M|NIQ
7282993|01/04/2018|M|NIQ
7283328|12/31/2017|M|NIQ
7283357|12/30/2017|M|NIQ
7283396|12/22/2017|M|NIQ
7283454|01/26/2018|M|NIQ
7283593|12/27/2017|M|NIQ
7283634|01/21/2018|IN|NIQ
7283681|12/08/2017|M|NIQ
7283702|02/14/2018|IN|NIQ
7283824|12/30/2017|M|NIQ
7283950|11/23/2017|M|NIQ
7284064|12/05/2017|M|NIQ
7284103|01/27/2018|M|NIQ
7284109|01/15/2018|IN|NIQ
7284183|01/21/2018|M|NIQ
7284192|12/15/2017|M|NIQ
7284221|01/21/2018|IN|NIQ
7284252|11/20/2017|M|NIQ
7284291|01/02/2018|M|NIQ
7284301|01/31/2018|M|NIQ
7284722|12/04/2017|M|NIQ
7284734|12/04/2017|M|NIQ
7284833|04/11/2017|M|NIQ
7284974|01/26/2018|IN|NIQ
7285018|01/25/2018|M|NIQ
7285035|01/24/2018|M|NIQ
7285169|01/03/2018|M|NIQ
7285268|01/26/2018|M|NIQ
7285299|01/26/2018|M|NIQ
7285379|12/25/2017|M|NIQ
7285411|01/26/2018|M|NIQ
7285419|01/30/2018|M|NIQ
7285447|12/18/2017|M|NIQ
7285462|01/11/2018|M|NIQ
7285470|02/01/2018|M|NIQ
7285517|01/04/2018|M|NIQ
7285550|08/17/2017|M|NIQ
